model,global_best_valid_mrr20,global_best_test_mrr20,model_best_valid_mrr20,model_best_test_mrr20,run_best_valid_mrr20,run_best_test_mrr20,run_phase,run_id,dataset,hparam_id,seed_id,gpu_id,status,n_completed,interrupted,special_ok,candidate_id,candidate_source,source_stage,transfer_from_dataset,result_path,timestamp_utc
FEARec,0.278400,0.279800,0.278400,0.279800,0.278400,0.279800,P23_SH_C23_MFEAREC_RR_FEA_STAGEH_REC1_S1,SH_RETAIL_ROCKET_FEAREC_RR_FEA_STAGEH_REC1_S1,retail_rocket,RR_FEA_STAGEH_REC1,1,5,run_complete,3,False,True,RR_FEA_STAGEH_REC1,manual,stageh_manual_bank,retail_rocket,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageh_targetedrecovery_anchor2_core5/P23/retail_rocket/FEARec/retail_rocket_FEARec_p23_sh_c23_mfearec_rr_fea_stageh_rec1_s1_20260409_085654_185817_pid492328.json,2026-04-09T09:05:44.344718Z
FEARec,0.278400,0.279800,0.278400,0.279800,0.225700,0.225900,P23_SH_C23_MFEAREC_XFER_AMAZON_BEAUTY_FAD_H1_R1_C1_S1,SH_RETAIL_ROCKET_FEAREC_XFER_AMAZON_BEAUTY_FAD_H1_R1_C1_S1,retail_rocket,XFER_AMAZON_BEAUTY_FAD_H1_R1_C1,1,7,run_complete,3,False,True,XFER_amazon_beauty_FAD_H1_R1_C1,final_transfer,Final_all_datasets,amazon_beauty,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageh_targetedrecovery_anchor2_core5/P23/retail_rocket/FEARec/retail_rocket_FEARec_p23_sh_c23_mfearec_xfer_amazon_beauty_fad_h1_r1_c1_s1_20260409_085446_893540_pid492300.json,2026-04-09T09:09:23.569717Z
FEARec,0.279800,0.281400,0.279800,0.281400,0.279800,0.281400,P23_SH_C23_MFEAREC_XFER_FOURSQUARE_FAD_H1_R1_C2_LIGHT_S1,SH_RETAIL_ROCKET_FEAREC_XFER_FOURSQUARE_FAD_H1_R1_C2_LIGHT_S1,retail_rocket,XFER_FOURSQUARE_FAD_H1_R1_C2_LIGHT,1,6,run_complete,3,False,True,XFER_foursquare_FAD_H1_R1_C2_LIGHT,stageh_screen_variant,Final_all_datasets_variant,foursquare,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageh_targetedrecovery_anchor2_core5/P23/retail_rocket/FEARec/retail_rocket_FEARec_p23_sh_c23_mfearec_xfer_foursquare_fad_h1_r1_c2_light_s1_20260409_085729_139484_pid492348.json,2026-04-09T09:13:31.827742Z
FEARec,0.279800,0.281400,0.279800,0.281400,0.275800,0.275600,P23_SH_C23_MFEAREC_XFER_FOURSQUARE_FAD_H1_R1_C2_S1,SH_RETAIL_ROCKET_FEAREC_XFER_FOURSQUARE_FAD_H1_R1_C2_S1,retail_rocket,XFER_FOURSQUARE_FAD_H1_R1_C2,1,4,run_complete,3,False,True,XFER_foursquare_FAD_H1_R1_C2,final_transfer,Final_all_datasets,foursquare,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageh_targetedrecovery_anchor2_core5/P23/retail_rocket/FEARec/retail_rocket_FEARec_p23_sh_c23_mfearec_xfer_foursquare_fad_h1_r1_c2_s1_20260409_085418_893056_pid492272.json,2026-04-09T09:22:49.406532Z
FEARec,0.279800,0.281400,0.279800,0.281400,0.271700,0.273100,P23_SH_C23_MFEAREC_XFER_FOURSQUARE_FAD_H1_R1_C2_TAU_S1,SH_RETAIL_ROCKET_FEAREC_XFER_FOURSQUARE_FAD_H1_R1_C2_TAU_S1,retail_rocket,XFER_FOURSQUARE_FAD_H1_R1_C2_TAU,1,5,run_complete,3,False,True,XFER_foursquare_FAD_H1_R1_C2_TAU,stageh_screen_variant,Final_all_datasets_variant,foursquare,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageh_targetedrecovery_anchor2_core5/P23/retail_rocket/FEARec/retail_rocket_FEARec_p23_sh_c23_mfearec_xfer_foursquare_fad_h1_r1_c2_tau_s1_20260409_090549_550053_pid492378.json,2026-04-09T09:22:49.408346Z
FEARec,0.279800,0.281400,0.279800,0.281400,0.266500,0.266300,P23_SH_C23_MFEAREC_XFER_FOURSQUARE_FAD_H1_R1_C2_WDHI_S1,SH_RETAIL_ROCKET_FEAREC_XFER_FOURSQUARE_FAD_H1_R1_C2_WDHI_S1,retail_rocket,XFER_FOURSQUARE_FAD_H1_R1_C2_WDHI,1,7,run_complete,3,False,True,XFER_foursquare_FAD_H1_R1_C2_WDHI,stageh_screen_variant,Final_all_datasets_variant,foursquare,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageh_targetedrecovery_anchor2_core5/P23/retail_rocket/FEARec/retail_rocket_FEARec_p23_sh_c23_mfearec_xfer_foursquare_fad_h1_r1_c2_wdhi_s1_20260409_090928_769339_pid492400.json,2026-04-09T09:26:32.645495Z
FEARec,0.279800,0.281400,0.279800,0.281400,0.227200,0.227800,P23_SH_C23_MFEAREC_XFER_AMAZON_BEAUTY_FAD_H1_R1_C1_LIGHT_S1,SH_RETAIL_ROCKET_FEAREC_XFER_AMAZON_BEAUTY_FAD_H1_R1_C1_LIGHT_S1,retail_rocket,XFER_AMAZON_BEAUTY_FAD_H1_R1_C1_LIGHT,1,6,run_complete,3,False,True,XFER_amazon_beauty_FAD_H1_R1_C1_LIGHT,stageh_screen_variant,Final_all_datasets_variant,amazon_beauty,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageh_targetedrecovery_anchor2_core5/P23/retail_rocket/FEARec/retail_rocket_FEARec_p23_sh_c23_mfearec_xfer_amazon_beauty_fad_h1_r1_c1_light_s1_20260409_091337_011156_pid492424.json,2026-04-09T09:27:19.700640Z
DuoRec,0.279800,0.281400,0.270700,0.273700,0.270700,0.273700,P23_SH_C22_MDUOREC_RR_DUO_STAGEH_REC1_S1,SH_RETAIL_ROCKET_DUOREC_RR_DUO_STAGEH_REC1_S1,retail_rocket,RR_DUO_STAGEH_REC1,1,6,run_complete,3,False,True,RR_DUO_STAGEH_REC1,manual,stageh_manual_bank,retail_rocket,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageh_targetedrecovery_anchor2_core5/P23/retail_rocket/DuoRec/retail_rocket_DuoRec_p23_sh_c22_mduorec_rr_duo_stageh_rec1_s1_20260409_092724_940903_pid492517.json,2026-04-09T09:34:14.128277Z
DuoRec,0.279800,0.281400,0.270700,0.273700,0.267300,0.269200,P23_SH_C22_MDUOREC_XFER_FOURSQUARE_FAD_H2_R1_C2_S1,SH_RETAIL_ROCKET_DUOREC_XFER_FOURSQUARE_FAD_H2_R1_C2_S1,retail_rocket,XFER_FOURSQUARE_FAD_H2_R1_C2,1,5,run_complete,3,False,True,XFER_foursquare_FAD_H2_R1_C2,final_transfer,Final_all_datasets,foursquare,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageh_targetedrecovery_anchor2_core5/P23/retail_rocket/DuoRec/retail_rocket_DuoRec_p23_sh_c22_mduorec_xfer_foursquare_fad_h2_r1_c2_s1_20260409_092254_789801_pid492455.json,2026-04-09T09:35:32.212164Z
FEARec,0.279800,0.281400,0.279800,0.281400,0.225700,0.226400,P23_SH_C23_MFEAREC_XFER_AMAZON_BEAUTY_FAD_H1_R1_C1_TAU_S1,SH_RETAIL_ROCKET_FEAREC_XFER_AMAZON_BEAUTY_FAD_H1_R1_C1_TAU_S1,retail_rocket,XFER_AMAZON_BEAUTY_FAD_H1_R1_C1_TAU,1,4,run_complete,3,False,True,XFER_amazon_beauty_FAD_H1_R1_C1_TAU,stageh_screen_variant,Final_all_datasets_variant,amazon_beauty,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stageh_targetedrecovery_anchor2_core5/P23/retail_rocket/FEARec/retail_rocket_FEARec_p23_sh_c23_mfearec_xfer_amazon_beauty_fad_h1_r1_c1_tau_s1_20260409_092254_746646_pid492454.json,2026-04-09T09:37:27.332933Z
