global_best_valid_mrr20,global_best_test_mrr20,model,model_best_valid_mrr20,model_best_test_mrr20,run_best_valid_mrr20,run_best_test_mrr20,profile_id,parent_profile_id,concept_id,detail_id,parent_run_phase,lr_band_id,lr_lo,lr_hi,lr_center,stage_id,run_phase,run_id,dataset,hparam_id,seed_id,gpu_id,status,n_completed,interrupted,special_ok,result_path,timestamp_utc
0.000300,0.000300,GRU4Rec,0.000300,0.000300,0.000300,0.000300,F1,MANUAL_LFM_GRU_STABLE,FOCUS,F1,,M_GRU_LFM_1,2.500000e-03,6.120000e-03,3.911521e-03,F,P21_SC_D00_M01_P01_GRU4REC_MANUAL_LFM_GRU_STABLE_F1_S1,SC_LASTFM0_03_GRU4REC_MANUAL_LFM_GRU_STABLE_F1_S1,lastfm0.03,MANUAL_LFM_GRU_STABLE_F1,1,0,run_complete,1,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stagef_tailboost_anchor2_core5/P21/lastfm0.03/GRU4Rec/lastfm0.03_GRU4Rec_p21_sc_d00_m01_p01_gru4rec_manual_lfm_gru_stable_f1_s1_20260405_141420_469693_pid173832.json,2026-04-05T14:14:43.589890Z
0.000700,0.000600,GRU4Rec,0.000700,0.000600,0.000700,0.000600,F2,MANUAL_LFM_GRU_STABLE,FOCUS,F2,,M_GRU_LFM_1,2.786111e-03,7.646400e-03,4.615595e-03,F,P21_SC_D00_M01_P01_GRU4REC_MANUAL_LFM_GRU_STABLE_F2_S1,SC_LASTFM0_03_GRU4REC_MANUAL_LFM_GRU_STABLE_F2_S1,lastfm0.03,MANUAL_LFM_GRU_STABLE_F2,1,0,run_complete,1,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stagef_tailboost_anchor2_core5/P21/lastfm0.03/GRU4Rec/lastfm0.03_GRU4Rec_p21_sc_d00_m01_p01_gru4rec_manual_lfm_gru_stable_f2_s1_20260405_141448_652288_pid173855.json,2026-04-05T14:15:10.682643Z
0.000800,0.000600,GRU4Rec,0.000800,0.000600,0.000800,0.000600,F3,MANUAL_LFM_GRU_STABLE,FOCUS,F3,,M_GRU_LFM_1,1.991429e-03,5.166000e-03,3.207448e-03,F,P21_SC_D00_M01_P01_GRU4REC_MANUAL_LFM_GRU_STABLE_F3_S1,SC_LASTFM0_03_GRU4REC_MANUAL_LFM_GRU_STABLE_F3_S1,lastfm0.03,MANUAL_LFM_GRU_STABLE_F3,1,0,run_complete,1,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stagef_tailboost_anchor2_core5/P21/lastfm0.03/GRU4Rec/lastfm0.03_GRU4Rec_p21_sc_d00_m01_p01_gru4rec_manual_lfm_gru_stable_f3_s1_20260405_141516_308895_pid173937.json,2026-04-05T14:15:38.773058Z
0.000800,0.000600,GRU4Rec,0.000800,0.000600,0.000300,0.000300,F4,MANUAL_LFM_GRU_STABLE,FOCUS,F4,,M_GRU_LFM_1,1.912500e-03,6.480000e-03,3.520369e-03,F,P21_SC_D00_M01_P01_GRU4REC_MANUAL_LFM_GRU_STABLE_F4_S1,SC_LASTFM0_03_GRU4REC_MANUAL_LFM_GRU_STABLE_F4_S1,lastfm0.03,MANUAL_LFM_GRU_STABLE_F4,1,0,run_complete,1,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stagef_tailboost_anchor2_core5/P21/lastfm0.03/GRU4Rec/lastfm0.03_GRU4Rec_p21_sc_d00_m01_p01_gru4rec_manual_lfm_gru_stable_f4_s1_20260405_141543_875728_pid174209.json,2026-04-05T14:16:06.880469Z
0.193100,0.191000,GRU4Rec,0.193100,0.191000,0.193100,0.191000,F2,MANUAL_LFM_GRU_STABLE,FOCUS,F2,,M_GRU_LFM_1,2.786111e-03,7.646400e-03,4.615595e-03,F,P21_SC_D00_M01_P01_GRU4REC_MANUAL_LFM_GRU_STABLE_F2_S1,SC_LASTFM0_03_GRU4REC_MANUAL_LFM_GRU_STABLE_F2_S1,lastfm0.03,MANUAL_LFM_GRU_STABLE_F2,1,6,run_complete,12,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stagef_tailboost_anchor2_core5/P21/lastfm0.03/GRU4Rec/lastfm0.03_GRU4Rec_p21_sc_d00_m01_p01_gru4rec_manual_lfm_gru_stable_f2_s1_20260405_144243_932876_pid179242.json,2026-04-05T15:15:55.265916Z
0.194900,0.193100,GRU4Rec,0.194900,0.193100,0.194900,0.193100,F1,MANUAL_LFM_GRU_STABLE,FOCUS,F1,,M_GRU_LFM_1,2.500000e-03,6.120000e-03,3.911521e-03,F,P21_SC_D00_M01_P01_GRU4REC_MANUAL_LFM_GRU_STABLE_F1_S2,SC_LASTFM0_03_GRU4REC_MANUAL_LFM_GRU_STABLE_F1_S2,lastfm0.03,MANUAL_LFM_GRU_STABLE_F1,2,5,run_complete,12,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stagef_tailboost_anchor2_core5/P21/lastfm0.03/GRU4Rec/lastfm0.03_GRU4Rec_p21_sc_d00_m01_p01_gru4rec_manual_lfm_gru_stable_f1_s2_20260405_144244_100499_pid179241.json,2026-04-05T15:17:48.454852Z
0.194900,0.193100,GRU4Rec,0.194900,0.193100,0.193400,0.190400,F2,MANUAL_LFM_GRU_STABLE,FOCUS,F2,,M_GRU_LFM_1,2.786111e-03,7.646400e-03,4.615595e-03,F,P21_SC_D00_M01_P01_GRU4REC_MANUAL_LFM_GRU_STABLE_F2_S2,SC_LASTFM0_03_GRU4REC_MANUAL_LFM_GRU_STABLE_F2_S2,lastfm0.03,MANUAL_LFM_GRU_STABLE_F2,2,7,run_complete,12,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stagef_tailboost_anchor2_core5/P21/lastfm0.03/GRU4Rec/lastfm0.03_GRU4Rec_p21_sc_d00_m01_p01_gru4rec_manual_lfm_gru_stable_f2_s2_20260405_144244_211444_pid179243.json,2026-04-05T15:19:14.618261Z
0.194900,0.193100,GRU4Rec,0.194900,0.193100,0.193400,0.192900,F1,MANUAL_LFM_GRU_STABLE,FOCUS,F1,,M_GRU_LFM_1,2.500000e-03,6.120000e-03,3.911521e-03,F,P21_SC_D00_M01_P01_GRU4REC_MANUAL_LFM_GRU_STABLE_F1_S1,SC_LASTFM0_03_GRU4REC_MANUAL_LFM_GRU_STABLE_F1_S1,lastfm0.03,MANUAL_LFM_GRU_STABLE_F1,1,4,run_complete,12,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stagef_tailboost_anchor2_core5/P21/lastfm0.03/GRU4Rec/lastfm0.03_GRU4Rec_p21_sc_d00_m01_p01_gru4rec_manual_lfm_gru_stable_f1_s1_20260405_144243_966952_pid179240.json,2026-04-05T15:20:28.749396Z
0.194900,0.193100,GRU4Rec,0.194900,0.193100,0.193800,0.191100,F7,MANUAL_LFM_GRU_STABLE,FOCUS,F7,,M_GRU_LFM_1,3.509677e-03,7.142400e-03,5.006747e-03,F,P21_SC_D00_M01_P01_GRU4REC_MANUAL_LFM_GRU_STABLE_F7_S1,SC_LASTFM0_03_GRU4REC_MANUAL_LFM_GRU_STABLE_F7_S1,lastfm0.03,MANUAL_LFM_GRU_STABLE_F7,1,7,run_complete,12,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stagef_tailboost_anchor2_core5/P21/lastfm0.03/GRU4Rec/lastfm0.03_GRU4Rec_p21_sc_d00_m01_p01_gru4rec_manual_lfm_gru_stable_f7_s1_20260405_151920_048525_pid182099.json,2026-04-05T15:54:23.862718Z
0.194900,0.193100,GRU4Rec,0.194900,0.193100,0.190900,0.184900,F7,MANUAL_LFM_GRU_STABLE,FOCUS,F7,,M_GRU_LFM_1,3.509677e-03,7.142400e-03,5.006747e-03,F,P21_SC_D00_M01_P01_GRU4REC_MANUAL_LFM_GRU_STABLE_F7_S2,SC_LASTFM0_03_GRU4REC_MANUAL_LFM_GRU_STABLE_F7_S2,lastfm0.03,MANUAL_LFM_GRU_STABLE_F7,2,4,run_complete,12,False,True,/workspace/jy1559/FMoE/experiments/run/artifacts/results/baseline/normal/stagef_tailboost_anchor2_core5/P21/lastfm0.03/GRU4Rec/lastfm0.03_GRU4Rec_p21_sc_d00_m01_p01_gru4rec_manual_lfm_gru_stable_f7_s2_20260405_152034_195752_pid182212.json,2026-04-05T15:54:23.948756Z
