question,stage,dataset,model,family,panel_family,variant_group,variant_label,variant_order,job_id,parent_job_id,run_phase,setting_key,setting_label,base_rank,base_tag,seed_id,runtime_seed,gpu_id,status,selection_rule,valid_score,test_score,best_valid_mrr20,test_mrr20,checkpoint_file,result_path,base_result_json,log_path,elapsed_sec,error,timestamp_utc,best_valid_mean,test_mean,best_valid_seen_mean,test_seen_mean,best_valid_ndcg20,test_ndcg20,best_valid_hit10,test_hit10,best_valid_seen_mrr20,test_seen_mrr20
q3,q3,KuaiRecLargeStrictPosV2_0.2,featured_moe_n3,route,routing_org,flat_sparse,Flat sparse,1,Q3_KUAIRECLARGESTRICTPOSV2_0_2_FLAT_SPARSE_R01_S1,,Q3_KUAIRECLARGESTRICTPOSV2_0_2_FLAT_SPARSE_R01_S1,flat_sparse,Flat Sparse,1,kuaireclargestrictposv2_0_2_top01_rfmoe,1,960022,resume,ok,overall_seen_target,0.026527419942136084,0.3470366144814946,0.0193,0.3376,,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_q3_kuaireclargestrictposv2_0_2_flat_sparse_r01_s1_20260419_233128_970759_pid1049578.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage2_focus_search/S2/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s2_kuaireclargestrictposv2_0_2_featured_moe_n3_r13_20260418_114025_729906_pid130220.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/q3/kuaireclargestrictposv2_0_2/featured_moe_n3/route/Q3_KUAIRECLARGESTRICTPOSV2_0_2_FLAT_SPARSE_R01_S1.log,2321.629254102707,,2026-04-20T01:10:42.640620Z,0.026522222222222225,0.3470333333333333,0.026527419942136084,0.3470366144814946,0.0276,0.3522,0.036,0.3723,0.019336030696063117,0.3375908679559343
q3,q3,KuaiRecLargeStrictPosV2_0.2,featured_moe_n3,route,routing_org,flat_sparse,Flat sparse,1,Q3_KUAIRECLARGESTRICTPOSV2_0_2_FLAT_SPARSE_R01_S2,,Q3_KUAIRECLARGESTRICTPOSV2_0_2_FLAT_SPARSE_R01_S2,flat_sparse,Flat Sparse,1,kuaireclargestrictposv2_0_2_top01_rfmoe,2,960023,resume,ok,overall_seen_target,0.027044444444444447,0.3461222222222222,0.0197,0.3369,,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_q3_kuaireclargestrictposv2_0_2_flat_sparse_r01_s2_20260419_233142_452250_pid1049640.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage2_focus_search/S2/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s2_kuaireclargestrictposv2_0_2_featured_moe_n3_r13_20260418_114025_729906_pid130220.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/q3/kuaireclargestrictposv2_0_2/featured_moe_n3/route/Q3_KUAIRECLARGESTRICTPOSV2_0_2_FLAT_SPARSE_R01_S2.log,2365.488547563553,,2026-04-20T01:10:42.641859Z,0.027044444444444447,0.3461222222222222,0.027034844994396918,0.34610965394880683,0.0276,0.3521,0.0379,0.3746,0.01967930120414927,0.33688148924995376
q3,q3,KuaiRecLargeStrictPosV2_0.2,featured_moe_n3,route,routing_org,flat_sparse,Flat sparse,1,Q3_KUAIRECLARGESTRICTPOSV2_0_2_FLAT_SPARSE_R01_S3,,Q3_KUAIRECLARGESTRICTPOSV2_0_2_FLAT_SPARSE_R01_S3,flat_sparse,Flat Sparse,1,kuaireclargestrictposv2_0_2_top01_rfmoe,3,960024,resume,ok,overall_seen_target,0.0266,0.3511748777574288,0.0196,0.3414,,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_q3_kuaireclargestrictposv2_0_2_flat_sparse_r01_s3_20260419_233716_149509_pid1051071.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage2_focus_search/S2/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s2_kuaireclargestrictposv2_0_2_featured_moe_n3_r13_20260418_114025_729906_pid130220.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/q3/kuaireclargestrictposv2_0_2/featured_moe_n3/route/Q3_KUAIRECLARGESTRICTPOSV2_0_2_FLAT_SPARSE_R01_S3.log,2293.7863478660583,,2026-04-20T01:10:42.643078Z,0.0266,0.3511666666666666,0.026593432349572156,0.3511748777574288,0.0277,0.3528,0.0352,0.3791,0.019569683045024627,0.3414323227761641
q3,q3,KuaiRecLargeStrictPosV2_0.2,featured_moe_n3,route,routing_org,flat_sparse,Flat sparse,1,Q3_KUAIRECLARGESTRICTPOSV2_0_2_FLAT_SPARSE_R02_S1,,Q3_KUAIRECLARGESTRICTPOSV2_0_2_FLAT_SPARSE_R02_S1,flat_sparse,Flat Sparse,2,kuaireclargestrictposv2_0_2_top02_rfmoe,1,960055,5,ok,overall_seen_target,0.02508130115027312,0.3467777777777778,0.0185,0.3404,,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_q3_kuaireclargestrictposv2_0_2_flat_sparse_r02_s1_20260420_014344_629508_pid1129785.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage1_broad_search/S1/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s1_kuaireclargestrictposv2_0_2_featured_moe_n3_r19_20260418_094707_880811_pid110717.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/q3/kuaireclargestrictposv2_0_2/featured_moe_n3/route/Q3_KUAIRECLARGESTRICTPOSV2_0_2_FLAT_SPARSE_R02_S1.log,2534.629798412323,,2026-04-20T02:25:54.201626Z,0.02507777777777778,0.3467777777777778,0.02508130115027312,0.3467631833673013,0.026,0.3572,0.0333,0.3679,0.01847930254104825,0.3403775110123272
q3,q3,KuaiRecLargeStrictPosV2_0.2,featured_moe_n3,route,routing_org,flat_sparse,Flat sparse,1,Q3_KUAIRECLARGESTRICTPOSV2_0_2_FLAT_SPARSE_R03_S1,,Q3_KUAIRECLARGESTRICTPOSV2_0_2_FLAT_SPARSE_R03_S1,flat_sparse,Flat Sparse,3,kuaireclargestrictposv2_0_2_top03_rfmoe,1,960088,3,ok,overall_seen_target,0.025944444444444444,0.3454777777777778,0.0195,0.3352,,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_q3_kuaireclargestrictposv2_0_2_flat_sparse_r03_s1_20260420_024736_008564_pid1169349.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage1_broad_search/S1/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s1_kuaireclargestrictposv2_0_2_featured_moe_n3_r05_20260418_072814_734138_pid86877.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/q3/kuaireclargestrictposv2_0_2/featured_moe_n3/route/Q3_KUAIRECLARGESTRICTPOSV2_0_2_FLAT_SPARSE_R03_S1.log,1695.4488410949707,,2026-04-20T03:15:46.712402Z,0.025944444444444444,0.3454777777777778,0.02593080911470571,0.34546532627453297,0.0272,0.3493,0.0322,0.3712,0.019479358583609684,0.3351597551502546
q3,q3,KuaiRecLargeStrictPosV2_0.2,featured_moe_n3,route,routing_org,flat_sparse,Flat sparse,1,Q3_KUAIRECLARGESTRICTPOSV2_0_2_FLAT_SPARSE_R03_S2,,Q3_KUAIRECLARGESTRICTPOSV2_0_2_FLAT_SPARSE_R03_S2,flat_sparse,Flat Sparse,3,kuaireclargestrictposv2_0_2_top03_rfmoe,2,960089,4,ok,overall_seen_target,0.026893359101898752,0.3490444444444445,0.0198,0.3401,,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_q3_kuaireclargestrictposv2_0_2_flat_sparse_r03_s2_20260420_025100_301501_pid1170662.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage1_broad_search/S1/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s1_kuaireclargestrictposv2_0_2_featured_moe_n3_r05_20260418_072814_734138_pid86877.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/q3/kuaireclargestrictposv2_0_2/featured_moe_n3/route/Q3_KUAIRECLARGESTRICTPOSV2_0_2_FLAT_SPARSE_R03_S2.log,1756.0451016426086,,2026-04-20T03:20:11.175568Z,0.02688888888888889,0.3490444444444445,0.026893359101898752,0.34902383047191377,0.0276,0.3531,0.0345,0.3746,0.019775027469190156,0.3400583167717879
q3,q3,KuaiRecLargeStrictPosV2_0.2,featured_moe_n3,route,routing_org,flat_sparse,Flat sparse,1,Q3_KUAIRECLARGESTRICTPOSV2_0_2_FLAT_SPARSE_R03_S3,,Q3_KUAIRECLARGESTRICTPOSV2_0_2_FLAT_SPARSE_R03_S3,flat_sparse,Flat Sparse,3,kuaireclargestrictposv2_0_2_top03_rfmoe,3,960090,2,ok,overall_seen_target,0.026299999999999997,0.34673333333333334,0.0195,0.3365,,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_q3_kuaireclargestrictposv2_0_2_flat_sparse_r03_s3_20260420_025119_262339_pid1170869.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage1_broad_search/S1/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s1_kuaireclargestrictposv2_0_2_featured_moe_n3_r05_20260418_072814_734138_pid86877.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/q3/kuaireclargestrictposv2_0_2/featured_moe_n3/route/Q3_KUAIRECLARGESTRICTPOSV2_0_2_FLAT_SPARSE_R03_S3.log,1536.9332938194275,,2026-04-20T03:16:51.089389Z,0.026299999999999997,0.34673333333333334,0.026298571849006344,0.3467274825629257,0.0275,0.356,0.0326,0.3735,0.019491731804308902,0.3365119371442218
q3,q3,KuaiRecLargeStrictPosV2_0.2,featured_moe_n3,route,routing_org,flat_dense,Flat dense,2,Q3_KUAIRECLARGESTRICTPOSV2_0_2_FLAT_DENSE_R01_S1,,Q3_KUAIRECLARGESTRICTPOSV2_0_2_FLAT_DENSE_R01_S1,flat_dense,Flat Dense,1,kuaireclargestrictposv2_0_2_top01_rfmoe,1,960025,resume,ok,overall_seen_target,0.02618888888888889,0.34741503047306427,0.0195,0.3386,,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_q3_kuaireclargestrictposv2_0_2_flat_dense_r01_s1_20260419_235448_632720_pid1059408.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage2_focus_search/S2/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s2_kuaireclargestrictposv2_0_2_featured_moe_n3_r13_20260418_114025_729906_pid130220.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/q3/kuaireclargestrictposv2_0_2/featured_moe_n3/route/Q3_KUAIRECLARGESTRICTPOSV2_0_2_FLAT_DENSE_R01_S1.log,2363.3301951885223,,2026-04-20T01:10:42.644345Z,0.02618888888888889,0.3474111111111111,0.02618371116464918,0.34741503047306427,0.0272,0.3517,0.0341,0.3746,0.019538146017705822,0.33859162952454736
q3,q3,KuaiRecLargeStrictPosV2_0.2,featured_moe_n3,route,routing_org,flat_dense,Flat dense,2,Q3_KUAIRECLARGESTRICTPOSV2_0_2_FLAT_DENSE_R01_S2,,Q3_KUAIRECLARGESTRICTPOSV2_0_2_FLAT_DENSE_R01_S2,flat_dense,Flat Dense,1,kuaireclargestrictposv2_0_2_top01_rfmoe,2,960026,resume,ok,overall_seen_target,0.026911111111111108,0.34628888888888887,0.0202,0.3373,,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_q3_kuaireclargestrictposv2_0_2_flat_dense_r01_s2_20260419_235533_691656_pid1059879.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage2_focus_search/S2/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s2_kuaireclargestrictposv2_0_2_featured_moe_n3_r13_20260418_114025_729906_pid130220.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/q3/kuaireclargestrictposv2_0_2/featured_moe_n3/route/Q3_KUAIRECLARGESTRICTPOSV2_0_2_FLAT_DENSE_R01_S2.log,2233.9457466602325,,2026-04-20T01:10:42.645614Z,0.026911111111111108,0.34628888888888887,0.026896984673590113,0.34627468405641154,0.0278,0.3509,0.0345,0.3763,0.020179997282628537,0.33729136132813514
q3,q3,KuaiRecLargeStrictPosV2_0.2,featured_moe_n3,route,routing_org,flat_dense,Flat dense,2,Q3_KUAIRECLARGESTRICTPOSV2_0_2_FLAT_DENSE_R01_S3,,Q3_KUAIRECLARGESTRICTPOSV2_0_2_FLAT_DENSE_R01_S3,flat_dense,Flat Dense,1,kuaireclargestrictposv2_0_2_top01_rfmoe,3,960027,resume,ok,overall_seen_target,0.025415479906932575,0.34663333333333335,0.0191,0.3394,,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_q3_kuaireclargestrictposv2_0_2_flat_dense_r01_s3_20260420_000613_530818_pid1064501.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage2_focus_search/S2/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s2_kuaireclargestrictposv2_0_2_featured_moe_n3_r13_20260418_114025_729906_pid130220.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/q3/kuaireclargestrictposv2_0_2/featured_moe_n3/route/Q3_KUAIRECLARGESTRICTPOSV2_0_2_FLAT_DENSE_R01_S3.log,2373.776442527771,,2026-04-20T01:10:42.646832Z,0.025400000000000002,0.34663333333333335,0.025415479906932575,0.3466037093069929,0.0264,0.3573,0.0337,0.373,0.019112006679612065,0.3393516348339075
