model,best_mrr20_group,best_mrr20_run,best_mrr20_trial,best_hr10_group,best_hr10_run,best_hr10_trial,test_mrr20_group,test_mrr20_run,test_mrr20_trial,test_hr10_group,test_hr10_run,test_hr10_trial,hit_best_mrr20,hit_best_hr10,hit_test_mrr20,hit_test_hr10,trial_idx,trials_progress,status,run_phase,group_key,experiment_note,trial_knobs,log_rel_path
unknown,0.3649,0.3649,0.3649,0.4388,0.4388,0.4388,0.3442,0.3442,0.3442,0.4181,0.4181,0.4181,Y,Y,Y,Y,1,1/30,success,P1_FIXREG_W1_D01_BSAREC_C1,unknown,C1 g0_20260314_212208_6075,lr=0.00115,P1_FIXREG/bsarec_C1_g0_20260314_212208_6075.log
unknown,0.3948,0.3948,0.3948,0.4527,0.4527,0.4527,0.3722,0.3722,0.3722,0.4285,0.4285,0.4285,Y,Y,Y,Y,2,2/30,success,P1_FIXREG_W1_D01_BSAREC_C1,unknown,C1 g0_20260314_212208_6075,lr=0.000225,P1_FIXREG/bsarec_C1_g0_20260314_212208_6075.log
unknown,0.3948,0.3948,0.3944,0.4532,0.4532,0.4532,0.3723,0.3723,0.3723,0.4302,0.4302,0.4302,,Y,Y,Y,4,4/30,success,P1_FIXREG_W1_D01_BSAREC_C1,unknown,C1 g0_20260314_212208_6075,lr=0.000199,P1_FIXREG/bsarec_C1_g0_20260314_212208_6075.log
unknown,0.3949,0.3949,0.3949,0.4532,0.4532,0.4527,0.3723,0.3723,0.3723,0.4302,0.4302,0.4286,Y,,,,9,9/30,success,P1_FIXREG_W1_D01_BSAREC_C1,unknown,C1 g0_20260314_212208_6075,lr=0.000224,P1_FIXREG/bsarec_C1_g0_20260314_212208_6075.log
unknown,0.3949,0.3949,0.3925,0.4532,0.4532,0.4531,0.3723,0.3723,0.3699,0.4303,0.4303,0.4303,,,,Y,17,17/30,success,P1_FIXREG_W1_D01_BSAREC_C1,unknown,C1 g0_20260314_212208_6075,lr=0.000298,P1_FIXREG/bsarec_C1_g0_20260314_212208_6075.log
unknown,0.3949,0.1252,0.1252,0.4532,0.1470,0.1470,0.3723,0.1176,0.1176,0.4303,0.1389,0.1389,Y,Y,Y,Y,1,1/30,success,P1_FIXREG_W1_D01_BSAREC_C2,unknown,C2 g1_20260314_233716_13096,lr=0.000117,P1_FIXREG/bsarec_C2_g1_20260314_233716_13096.log
unknown,0.3949,0.1812,0.1812,0.4532,0.2122,0.2122,0.3723,0.1696,0.1696,0.4303,0.1991,0.1991,Y,Y,Y,Y,2,2/30,success,P1_FIXREG_W1_D01_BSAREC_C2,unknown,C2 g1_20260314_233716_13096,lr=0.000132,P1_FIXREG/bsarec_C2_g1_20260314_233716_13096.log
unknown,0.3949,0.3719,0.3719,0.4532,0.4386,0.4386,0.3723,0.3491,0.3491,0.4303,0.4125,0.4125,Y,Y,Y,Y,3,3/30,success,P1_FIXREG_W1_D01_BSAREC_C2,unknown,C2 g1_20260314_233716_13096,lr=0.00112,P1_FIXREG/bsarec_C2_g1_20260314_233716_13096.log
unknown,0.3949,0.3767,0.3767,0.4532,0.4436,0.4436,0.3723,0.3550,0.3550,0.4303,0.4184,0.4184,Y,Y,Y,Y,5,5/30,success,P1_FIXREG_W1_D01_BSAREC_C2,unknown,C2 g1_20260314_233716_13096,lr=0.000916,P1_FIXREG/bsarec_C2_g1_20260314_233716_13096.log
unknown,0.3949,0.3784,0.3784,0.4532,0.4436,0.4353,0.3723,0.3550,0.3519,0.4303,0.4184,0.4074,Y,,,,6,6/30,success,P1_FIXREG_W1_D01_BSAREC_C2,unknown,C2 g1_20260314_233716_13096,lr=0.000855,P1_FIXREG/bsarec_C2_g1_20260314_233716_13096.log
