timestamp_utc,source_run_dir,source_result_json,checkpoint_file,dataset,model,scope,tier,group,selected_family,selected_polarity,label,data_path,logging_dir,metrics_summary_file,special_metrics_file,router_diag_file,status,error,best_valid_mrr20,test_mrr20,best_valid_ndcg20,test_ndcg20,best_valid_hr10,test_hr10,best_valid_seen_mrr20,test_seen_mrr20,best_valid_hit10,test_hit10,best_valid_seen_hit10,best_valid_seen_ndcg20,test_seen_hit10,test_seen_ndcg20,best_valid_unseen_hit10,best_valid_unseen_ndcg20,best_valid_unseen_mrr20,test_unseen_hit10,test_unseen_ndcg20,test_unseen_mrr20
2026-04-19T09:23:35.096210+00:00,,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q5_beauty_route_rec_full_r03_s3_20260419_091907_001905_pid806863.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q5_beauty_route_rec_full_r03_s3_20260419_091907_001905_pid806863_best_model_state.pth,beauty,FeaturedMoE_N3,original,,,,,original,/workspace/FeaturedMoE/Datasets/processed/feature_added_v4,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_original_9_092331_236432,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_original_9_092331_236432/metrics_summary.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_original_9_092331_236432/special_metrics.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_original_9_092331_236432/router_diag.json,ok,,0.05390549348919776,0.03280968909187732,0.07821163974785539,0.0484428422484965,0.1586,0.1232,0.06786896469423091,0.05612431056690763,0.12599681020733652,0.07202680067001675,0.15863453815261044,0.0984712813692878,0.12320916905444126,0.08286640923310146,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-19T09:23:42.874831+00:00,,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q5_beauty_route_rec_full_r03_s3_20260419_091907_001905_pid806863.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q5_beauty_route_rec_full_r03_s3_20260419_091907_001905_pid806863_best_model_state.pth,beauty,FeaturedMoE_N3,tier_union,permissive,,,,permissive_union,/workspace/FeaturedMoE/Datasets/processed/feature_added_v4_case_eval_final_v1/permissive,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_permissive_union_9_092342_124559,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_permissive_union_9_092342_124559/metrics_summary.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_permissive_union_9_092342_124559/special_metrics.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_permissive_union_9_092342_124559/router_diag.json,ok,,0.05390549348919776,0.03280968909187732,0.07821163974785539,0.0484428422484965,0.1586,0.1232,0.06786896469423091,0.05612431056690763,0.12599681020733652,0.07202680067001675,0.15863453815261044,0.0984712813692878,0.12320916905444126,0.08286640923310146,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-19T09:23:48.947639+00:00,,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q5_beauty_route_rec_full_r03_s3_20260419_091907_001905_pid806863.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q5_beauty_route_rec_full_r03_s3_20260419_091907_001905_pid806863_best_model_state.pth,beauty,FeaturedMoE_N3,tier_group,permissive,exposure_minus,exposure,minus,permissive__exposure_minus,/workspace/FeaturedMoE/Datasets/processed/feature_added_v4_case_eval_final_v1/by_tier_group/permissive/exposure_minus,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_permissive_exposure_minus_9_092348_206991,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_permissive_exposure_minus_9_092348_206991/metrics_summary.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_permissive_exposure_minus_9_092348_206991/special_metrics.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_permissive_exposure_minus_9_092348_206991/router_diag.json,ok,,0.05390549348919776,0.03280968909187732,0.07821163974785539,0.0484428422484965,0.1586,0.1232,0.06786896469423091,0.05612431056690763,0.12599681020733652,0.07202680067001675,0.15863453815261044,0.0984712813692878,0.12320916905444126,0.08286640923310146,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-19T09:23:48.205249+00:00,,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q5_beauty_route_rec_full_r03_s3_20260419_091907_001905_pid806863.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q5_beauty_route_rec_full_r03_s3_20260419_091907_001905_pid806863_best_model_state.pth,beauty,FeaturedMoE_N3,tier_group,permissive,exposure_plus,exposure,plus,permissive__exposure_plus,/workspace/FeaturedMoE/Datasets/processed/feature_added_v4_case_eval_final_v1/by_tier_group/permissive/exposure_plus,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_permissive_exposure_plus_9_092347_452080,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_permissive_exposure_plus_9_092347_452080/metrics_summary.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_permissive_exposure_plus_9_092347_452080/special_metrics.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_permissive_exposure_plus_9_092347_452080/router_diag.json,ok,,0.05390549348919776,0.03280968909187732,0.07821163974785539,0.0484428422484965,0.1586,0.1232,0.06786896469423091,0.05612431056690763,0.12599681020733652,0.07202680067001675,0.15863453815261044,0.0984712813692878,0.12320916905444126,0.08286640923310146,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-19T09:23:45.940271+00:00,,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q5_beauty_route_rec_full_r03_s3_20260419_091907_001905_pid806863.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q5_beauty_route_rec_full_r03_s3_20260419_091907_001905_pid806863_best_model_state.pth,beauty,FeaturedMoE_N3,tier_group,permissive,focus_minus,focus,minus,permissive__focus_minus,/workspace/FeaturedMoE/Datasets/processed/feature_added_v4_case_eval_final_v1/by_tier_group/permissive/focus_minus,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_permissive_focus_minus_9_092345_160485,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_permissive_focus_minus_9_092345_160485/metrics_summary.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_permissive_focus_minus_9_092345_160485/special_metrics.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_permissive_focus_minus_9_092345_160485/router_diag.json,ok,,0.05390549348919776,0.03280968909187732,0.07821163974785539,0.0484428422484965,0.1586,0.1232,0.06786896469423091,0.05612431056690763,0.12599681020733652,0.07202680067001675,0.15863453815261044,0.0984712813692878,0.12320916905444126,0.08286640923310146,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-19T09:23:45.158930+00:00,,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q5_beauty_route_rec_full_r03_s3_20260419_091907_001905_pid806863.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q5_beauty_route_rec_full_r03_s3_20260419_091907_001905_pid806863_best_model_state.pth,beauty,FeaturedMoE_N3,tier_group,permissive,focus_plus,focus,plus,permissive__focus_plus,/workspace/FeaturedMoE/Datasets/processed/feature_added_v4_case_eval_final_v1/by_tier_group/permissive/focus_plus,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_permissive_focus_plus_9_092344_418048,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_permissive_focus_plus_9_092344_418048/metrics_summary.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_permissive_focus_plus_9_092344_418048/special_metrics.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_permissive_focus_plus_9_092344_418048/router_diag.json,ok,,0.05390549348919776,0.03280968909187732,0.07821163974785539,0.0484428422484965,0.1586,0.1232,0.06786896469423091,0.05612431056690763,0.12599681020733652,0.07202680067001675,0.15863453815261044,0.0984712813692878,0.12320916905444126,0.08286640923310146,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-19T09:23:44.416625+00:00,,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q5_beauty_route_rec_full_r03_s3_20260419_091907_001905_pid806863.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q5_beauty_route_rec_full_r03_s3_20260419_091907_001905_pid806863_best_model_state.pth,beauty,FeaturedMoE_N3,tier_group,permissive,memory_minus,memory,minus,permissive__memory_minus,/workspace/FeaturedMoE/Datasets/processed/feature_added_v4_case_eval_final_v1/by_tier_group/permissive/memory_minus,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_permissive_memory_minus_9_092343_666926,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_permissive_memory_minus_9_092343_666926/metrics_summary.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_permissive_memory_minus_9_092343_666926/special_metrics.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_permissive_memory_minus_9_092343_666926/router_diag.json,ok,,0.05390549348919776,0.03280968909187732,0.07821163974785539,0.0484428422484965,0.1586,0.1232,0.06786896469423091,0.05612431056690763,0.12599681020733652,0.07202680067001675,0.15863453815261044,0.0984712813692878,0.12320916905444126,0.08286640923310146,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-19T09:23:43.665514+00:00,,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q5_beauty_route_rec_full_r03_s3_20260419_091907_001905_pid806863.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q5_beauty_route_rec_full_r03_s3_20260419_091907_001905_pid806863_best_model_state.pth,beauty,FeaturedMoE_N3,tier_group,permissive,memory_plus,memory,plus,permissive__memory_plus,/workspace/FeaturedMoE/Datasets/processed/feature_added_v4_case_eval_final_v1/by_tier_group/permissive/memory_plus,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_permissive_memory_plus_9_092342_876242,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_permissive_memory_plus_9_092342_876242/metrics_summary.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_permissive_memory_plus_9_092342_876242/special_metrics.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_permissive_memory_plus_9_092342_876242/router_diag.json,ok,,0.05390549348919776,0.03280968909187732,0.07821163974785539,0.0484428422484965,0.1586,0.1232,0.06786896469423091,0.05612431056690763,0.12599681020733652,0.07202680067001675,0.15863453815261044,0.0984712813692878,0.12320916905444126,0.08286640923310146,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-19T09:23:47.450410+00:00,,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q5_beauty_route_rec_full_r03_s3_20260419_091907_001905_pid806863.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q5_beauty_route_rec_full_r03_s3_20260419_091907_001905_pid806863_best_model_state.pth,beauty,FeaturedMoE_N3,tier_group,permissive,tempo_minus,tempo,minus,permissive__tempo_minus,/workspace/FeaturedMoE/Datasets/processed/feature_added_v4_case_eval_final_v1/by_tier_group/permissive/tempo_minus,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_permissive_tempo_minus_9_092346_698914,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_permissive_tempo_minus_9_092346_698914/metrics_summary.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_permissive_tempo_minus_9_092346_698914/special_metrics.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_permissive_tempo_minus_9_092346_698914/router_diag.json,ok,,0.05390549348919776,0.03280968909187732,0.07821163974785539,0.0484428422484965,0.1586,0.1232,0.06786896469423091,0.05612431056690763,0.12599681020733652,0.07202680067001675,0.15863453815261044,0.0984712813692878,0.12320916905444126,0.08286640923310146,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-19T09:23:46.697258+00:00,,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q5_beauty_route_rec_full_r03_s3_20260419_091907_001905_pid806863.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q5_beauty_route_rec_full_r03_s3_20260419_091907_001905_pid806863_best_model_state.pth,beauty,FeaturedMoE_N3,tier_group,permissive,tempo_plus,tempo,plus,permissive__tempo_plus,/workspace/FeaturedMoE/Datasets/processed/feature_added_v4_case_eval_final_v1/by_tier_group/permissive/tempo_plus,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_permissive_tempo_plus_9_092345_941960,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_permissive_tempo_plus_9_092345_941960/metrics_summary.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_permissive_tempo_plus_9_092345_941960/special_metrics.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_permissive_tempo_plus_9_092345_941960/router_diag.json,ok,,0.05390549348919776,0.03280968909187732,0.07821163974785539,0.0484428422484965,0.1586,0.1232,0.06786896469423091,0.05612431056690763,0.12599681020733652,0.07202680067001675,0.15863453815261044,0.0984712813692878,0.12320916905444126,0.08286640923310146,0.0,0.0,0.0,0.0,0.0,0.0
