timestamp_utc,source_run_dir,source_result_json,checkpoint_file,dataset,model,scope,tier,group,selected_family,selected_polarity,label,data_path,logging_dir,metrics_summary_file,special_metrics_file,router_diag_file,status,error,eval_split,stage_key,stage_name,routed_family,usage_share,selected_vs_routed_match,group_n_eff,group_entropy_mean,group_top1_max_frac,feature_group_consistency_mean_score
2026-04-19T09:23:35.096210+00:00,,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q5_beauty_route_rec_full_r03_s3_20260419_091907_001905_pid806863.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q5_beauty_route_rec_full_r03_s3_20260419_091907_001905_pid806863_best_model_state.pth,beauty,FeaturedMoE_N3,original,,,,,original,/workspace/FeaturedMoE/Datasets/processed/feature_added_v4,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_original_9_092331_236432,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_original_9_092331_236432/metrics_summary.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_original_9_092331_236432/special_metrics.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_original_9_092331_236432/router_diag.json,ok,,test,macro@1,macro,Exposure,0.3592648506164551,0,3.6924830864244944,1.1820003452168133,0.4899156582324899,0.9575197964625546
2026-04-19T09:23:35.096210+00:00,,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q5_beauty_route_rec_full_r03_s3_20260419_091907_001905_pid806863.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q5_beauty_route_rec_full_r03_s3_20260419_091907_001905_pid806863_best_model_state.pth,beauty,FeaturedMoE_N3,original,,,,,original,/workspace/FeaturedMoE/Datasets/processed/feature_added_v4,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_original_9_092331_236432,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_original_9_092331_236432/metrics_summary.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_original_9_092331_236432/special_metrics.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_original_9_092331_236432/router_diag.json,ok,,test,macro@1,macro,Focus,0.17020750045776367,0,3.6924830864244944,1.1820003452168133,0.4899156582324899,0.9575197964625546
2026-04-19T09:23:35.096210+00:00,,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q5_beauty_route_rec_full_r03_s3_20260419_091907_001905_pid806863.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q5_beauty_route_rec_full_r03_s3_20260419_091907_001905_pid806863_best_model_state.pth,beauty,FeaturedMoE_N3,original,,,,,original,/workspace/FeaturedMoE/Datasets/processed/feature_added_v4,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_original_9_092331_236432,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_original_9_092331_236432/metrics_summary.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_original_9_092331_236432/special_metrics.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_original_9_092331_236432/router_diag.json,ok,,test,macro@1,macro,Memory,0.2675166428089142,0,3.6924830864244944,1.1820003452168133,0.4899156582324899,0.9575197964625546
2026-04-19T09:23:35.096210+00:00,,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q5_beauty_route_rec_full_r03_s3_20260419_091907_001905_pid806863.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q5_beauty_route_rec_full_r03_s3_20260419_091907_001905_pid806863_best_model_state.pth,beauty,FeaturedMoE_N3,original,,,,,original,/workspace/FeaturedMoE/Datasets/processed/feature_added_v4,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_original_9_092331_236432,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_original_9_092331_236432/metrics_summary.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_original_9_092331_236432/special_metrics.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_original_9_092331_236432/router_diag.json,ok,,test,macro@1,macro,Tempo,0.20301103591918945,0,3.6924830864244944,1.1820003452168133,0.4899156582324899,0.9575197964625546
2026-04-19T09:23:35.096210+00:00,,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q5_beauty_route_rec_full_r03_s3_20260419_091907_001905_pid806863.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q5_beauty_route_rec_full_r03_s3_20260419_091907_001905_pid806863_best_model_state.pth,beauty,FeaturedMoE_N3,original,,,,,original,/workspace/FeaturedMoE/Datasets/processed/feature_added_v4,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_original_9_092331_236432,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_original_9_092331_236432/metrics_summary.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_original_9_092331_236432/special_metrics.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_original_9_092331_236432/router_diag.json,ok,,valid,macro@1,macro,Exposure,0.3558586537837982,0,3.7103172338997923,1.1635057162354172,0.4612623392162728,0.9682559984674073
2026-04-19T09:23:35.096210+00:00,,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q5_beauty_route_rec_full_r03_s3_20260419_091907_001905_pid806863.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q5_beauty_route_rec_full_r03_s3_20260419_091907_001905_pid806863_best_model_state.pth,beauty,FeaturedMoE_N3,original,,,,,original,/workspace/FeaturedMoE/Datasets/processed/feature_added_v4,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_original_9_092331_236432,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_original_9_092331_236432/metrics_summary.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_original_9_092331_236432/special_metrics.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_original_9_092331_236432/router_diag.json,ok,,valid,macro@1,macro,Focus,0.17094530165195465,0,3.7103172338997923,1.1635057162354172,0.4612623392162728,0.9682559984674073
2026-04-19T09:23:35.096210+00:00,,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q5_beauty_route_rec_full_r03_s3_20260419_091907_001905_pid806863.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q5_beauty_route_rec_full_r03_s3_20260419_091907_001905_pid806863_best_model_state.pth,beauty,FeaturedMoE_N3,original,,,,,original,/workspace/FeaturedMoE/Datasets/processed/feature_added_v4,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_original_9_092331_236432,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_original_9_092331_236432/metrics_summary.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_original_9_092331_236432/special_metrics.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_original_9_092331_236432/router_diag.json,ok,,valid,macro@1,macro,Memory,0.26578566431999207,0,3.7103172338997923,1.1635057162354172,0.4612623392162728,0.9682559984674073
2026-04-19T09:23:35.096210+00:00,,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q5_beauty_route_rec_full_r03_s3_20260419_091907_001905_pid806863.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q5_beauty_route_rec_full_r03_s3_20260419_091907_001905_pid806863_best_model_state.pth,beauty,FeaturedMoE_N3,original,,,,,original,/workspace/FeaturedMoE/Datasets/processed/feature_added_v4,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_original_9_092331_236432,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_original_9_092331_236432/metrics_summary.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_original_9_092331_236432/special_metrics.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_original_9_092331_236432/router_diag.json,ok,,valid,macro@1,macro,Tempo,0.20741035044193268,0,3.7103172338997923,1.1635057162354172,0.4612623392162728,0.9682559984674073
2026-04-19T09:23:42.874831+00:00,,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q5_beauty_route_rec_full_r03_s3_20260419_091907_001905_pid806863.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q5_beauty_route_rec_full_r03_s3_20260419_091907_001905_pid806863_best_model_state.pth,beauty,FeaturedMoE_N3,tier_union,permissive,,,,permissive_union,/workspace/FeaturedMoE/Datasets/processed/feature_added_v4_case_eval_final_v1/permissive,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_permissive_union_9_092342_124559,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_permissive_union_9_092342_124559/metrics_summary.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_permissive_union_9_092342_124559/special_metrics.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_permissive_union_9_092342_124559/router_diag.json,ok,,test,macro@1,macro,Exposure,0.3592648506164551,0,3.6924830864244944,1.1820003452168133,0.4899156582324899,0.9575197964625546
2026-04-19T09:23:42.874831+00:00,,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q5_beauty_route_rec_full_r03_s3_20260419_091907_001905_pid806863.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/final_experiment_ablation/beauty_FeaturedMoE_N3_q5_beauty_route_rec_full_r03_s3_20260419_091907_001905_pid806863_best_model_state.pth,beauty,FeaturedMoE_N3,tier_union,permissive,,,,permissive_union,/workspace/FeaturedMoE/Datasets/processed/feature_added_v4_case_eval_final_v1/permissive,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_permissive_union_9_092342_124559,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_permissive_union_9_092342_124559/metrics_summary.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_permissive_union_9_092342_124559/special_metrics.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/final_experiment_ablation/q5/case_eval/Q5_BEAUTY_ROUTE_REC_FULL_R03_S3/case_eval/beauty_20260419_092331/logging/fmoe_n3/beauty/CASEEVAL/caseeval_permissive_union_9_092342_124559/router_diag.json,ok,,test,macro@1,macro,Focus,0.17020750045776367,0,3.6924830864244944,1.1820003452168133,0.4899156582324899,0.9575197964625546
