question,stage,dataset,model,family,panel_family,variant_group,variant_label,variant_order,job_id,parent_job_id,run_phase,setting_key,setting_label,base_rank,base_tag,seed_id,runtime_seed,gpu_id,status,selection_rule,valid_score,test_score,best_valid_mrr20,test_mrr20,checkpoint_file,result_path,base_result_json,log_path,elapsed_sec,error,timestamp_utc
q3,q3,KuaiRecLargeStrictPosV2_0.2,featured_moe_n3,route,temporal_decomp,single_view,Single-view,1,Q3_KUAIRECLARGESTRICTPOSV2_0_2_SINGLE_VIEW_MACRO_R01_S1,,Q3_KUAIRECLARGESTRICTPOSV2_0_2_SINGLE_VIEW_MACRO_R01_S1,single_view_macro,Single View (Macro),1,kuaireclargestrictposv2_0_2_top01_rfmoe,1,960001,resume,ok,overall_seen_target,0.023147278277152537,0.3296111111111111,0.0173,0.3172,,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_q3_kuaireclargestrictposv2_0_2_single_view_macro_r01_s1_20260419_224332_576536_pid1036983.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage2_focus_search/S2/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s2_kuaireclargestrictposv2_0_2_featured_moe_n3_r13_20260418_114025_729906_pid130220.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/q3/kuaireclargestrictposv2_0_2/featured_moe_n3/route/Q3_KUAIRECLARGESTRICTPOSV2_0_2_SINGLE_VIEW_MACRO_R01_S1.log,1151.94713306427,,2026-04-20T01:10:42.614013Z
q3,q3,KuaiRecLargeStrictPosV2_0.2,featured_moe_n3,route,temporal_decomp,single_view,Single-view,1,Q3_KUAIRECLARGESTRICTPOSV2_0_2_SINGLE_VIEW_MACRO_R01_S2,,Q3_KUAIRECLARGESTRICTPOSV2_0_2_SINGLE_VIEW_MACRO_R01_S2,single_view_macro,Single View (Macro),1,kuaireclargestrictposv2_0_2_top01_rfmoe,2,960002,resume,ok,overall_seen_target,0.022911111111111115,0.3143888888888889,0.0174,0.2973,,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_q3_kuaireclargestrictposv2_0_2_single_view_macro_r01_s2_20260419_224332_695037_pid1036979.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage2_focus_search/S2/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s2_kuaireclargestrictposv2_0_2_featured_moe_n3_r13_20260418_114025_729906_pid130220.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/q3/kuaireclargestrictposv2_0_2/featured_moe_n3/route/Q3_KUAIRECLARGESTRICTPOSV2_0_2_SINGLE_VIEW_MACRO_R01_S2.log,1315.765809059143,,2026-04-20T01:10:42.615455Z
q3,q3,KuaiRecLargeStrictPosV2_0.2,featured_moe_n3,route,temporal_decomp,single_view,Single-view,1,Q3_KUAIRECLARGESTRICTPOSV2_0_2_SINGLE_VIEW_MACRO_R01_S3,,Q3_KUAIRECLARGESTRICTPOSV2_0_2_SINGLE_VIEW_MACRO_R01_S3,single_view_macro,Single View (Macro),1,kuaireclargestrictposv2_0_2_top01_rfmoe,3,960003,resume,ok,overall_seen_target,0.023366666666666664,0.3106241229904429,0.0177,0.2914,,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_q3_kuaireclargestrictposv2_0_2_single_view_macro_r01_s3_20260419_224332_537071_pid1036984.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage2_focus_search/S2/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s2_kuaireclargestrictposv2_0_2_featured_moe_n3_r13_20260418_114025_729906_pid130220.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/q3/kuaireclargestrictposv2_0_2/featured_moe_n3/route/Q3_KUAIRECLARGESTRICTPOSV2_0_2_SINGLE_VIEW_MACRO_R01_S3.log,1543.471940279007,,2026-04-20T01:10:42.616690Z
q3,q3,KuaiRecLargeStrictPosV2_0.2,featured_moe_n3,route,temporal_decomp,single_view,Single-view,1,Q3_KUAIRECLARGESTRICTPOSV2_0_2_SINGLE_VIEW_MID_R01_S1,,Q3_KUAIRECLARGESTRICTPOSV2_0_2_SINGLE_VIEW_MID_R01_S1,single_view_mid,Single View (Mid),1,kuaireclargestrictposv2_0_2_top01_rfmoe,1,960004,resume,ok,overall_seen_target,0.026566666666666666,0.34450012219624093,0.0191,0.3367,,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_q3_kuaireclargestrictposv2_0_2_single_view_mid_r01_s1_20260419_224332_728415_pid1036981.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage2_focus_search/S2/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s2_kuaireclargestrictposv2_0_2_featured_moe_n3_r13_20260418_114025_729906_pid130220.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/q3/kuaireclargestrictposv2_0_2/featured_moe_n3/route/Q3_KUAIRECLARGESTRICTPOSV2_0_2_SINGLE_VIEW_MID_R01_S1.log,1285.3185858726501,,2026-04-20T01:10:42.617980Z
q3,q3,KuaiRecLargeStrictPosV2_0.2,featured_moe_n3,route,temporal_decomp,single_view,Single-view,1,Q3_KUAIRECLARGESTRICTPOSV2_0_2_SINGLE_VIEW_MID_R01_S2,,Q3_KUAIRECLARGESTRICTPOSV2_0_2_SINGLE_VIEW_MID_R01_S2,single_view_mid,Single View (Mid),1,kuaireclargestrictposv2_0_2_top01_rfmoe,2,960005,resume,ok,overall_seen_target,0.026529100723446983,0.344495434167541,0.019,0.3367,,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_q3_kuaireclargestrictposv2_0_2_single_view_mid_r01_s2_20260419_224332_762220_pid1036985.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage2_focus_search/S2/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s2_kuaireclargestrictposv2_0_2_featured_moe_n3_r13_20260418_114025_729906_pid130220.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/q3/kuaireclargestrictposv2_0_2/featured_moe_n3/route/Q3_KUAIRECLARGESTRICTPOSV2_0_2_SINGLE_VIEW_MID_R01_S2.log,1303.53612947464,,2026-04-20T01:10:42.619254Z
q3,q3,KuaiRecLargeStrictPosV2_0.2,featured_moe_n3,route,temporal_decomp,single_view,Single-view,1,Q3_KUAIRECLARGESTRICTPOSV2_0_2_SINGLE_VIEW_MID_R01_S3,,Q3_KUAIRECLARGESTRICTPOSV2_0_2_SINGLE_VIEW_MID_R01_S3,single_view_mid,Single View (Mid),1,kuaireclargestrictposv2_0_2_top01_rfmoe,3,960006,resume,ok,overall_seen_target,0.026655555555555557,0.3452310033302017,0.0189,0.3362,,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_q3_kuaireclargestrictposv2_0_2_single_view_mid_r01_s3_20260419_224332_717015_pid1036988.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage2_focus_search/S2/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s2_kuaireclargestrictposv2_0_2_featured_moe_n3_r13_20260418_114025_729906_pid130220.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/q3/kuaireclargestrictposv2_0_2/featured_moe_n3/route/Q3_KUAIRECLARGESTRICTPOSV2_0_2_SINGLE_VIEW_MID_R01_S3.log,1292.1159369945526,,2026-04-20T01:10:42.620488Z
q3,q3,KuaiRecLargeStrictPosV2_0.2,featured_moe_n3,route,temporal_decomp,single_view,Single-view,1,Q3_KUAIRECLARGESTRICTPOSV2_0_2_SINGLE_VIEW_MICRO_R01_S1,,Q3_KUAIRECLARGESTRICTPOSV2_0_2_SINGLE_VIEW_MICRO_R01_S1,single_view_micro,Single View (Micro),1,kuaireclargestrictposv2_0_2_top01_rfmoe,1,960007,resume,ok,overall_seen_target,0.02502222222222222,0.34518280575283433,0.0187,0.3369,,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_q3_kuaireclargestrictposv2_0_2_single_view_micro_r01_s1_20260419_224332_623615_pid1036987.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage2_focus_search/S2/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s2_kuaireclargestrictposv2_0_2_featured_moe_n3_r13_20260418_114025_729906_pid130220.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/q3/kuaireclargestrictposv2_0_2/featured_moe_n3/route/Q3_KUAIRECLARGESTRICTPOSV2_0_2_SINGLE_VIEW_MICRO_R01_S1.log,1207.393959760666,,2026-04-20T01:10:42.621710Z
q3,q3,KuaiRecLargeStrictPosV2_0.2,featured_moe_n3,route,temporal_decomp,single_view,Single-view,1,Q3_KUAIRECLARGESTRICTPOSV2_0_2_SINGLE_VIEW_MICRO_R01_S2,,Q3_KUAIRECLARGESTRICTPOSV2_0_2_SINGLE_VIEW_MICRO_R01_S2,single_view_micro,Single View (Micro),1,kuaireclargestrictposv2_0_2_top01_rfmoe,2,960008,resume,ok,overall_seen_target,0.024755555555555555,0.3451222222222222,0.0185,0.3369,,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_q3_kuaireclargestrictposv2_0_2_single_view_micro_r01_s2_20260419_224332_650113_pid1036986.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage2_focus_search/S2/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s2_kuaireclargestrictposv2_0_2_featured_moe_n3_r13_20260418_114025_729906_pid130220.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/q3/kuaireclargestrictposv2_0_2/featured_moe_n3/route/Q3_KUAIRECLARGESTRICTPOSV2_0_2_SINGLE_VIEW_MICRO_R01_S2.log,1317.9463036060333,,2026-04-20T01:10:42.622964Z
q3,q3,KuaiRecLargeStrictPosV2_0.2,featured_moe_n3,route,temporal_decomp,single_view,Single-view,1,Q3_KUAIRECLARGESTRICTPOSV2_0_2_SINGLE_VIEW_MICRO_R01_S3,,Q3_KUAIRECLARGESTRICTPOSV2_0_2_SINGLE_VIEW_MICRO_R01_S3,single_view_micro,Single View (Micro),1,kuaireclargestrictposv2_0_2_top01_rfmoe,3,960009,resume,ok,overall_seen_target,0.025111111111111112,0.3452796201012251,0.0186,0.3374,,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_q3_kuaireclargestrictposv2_0_2_single_view_micro_r01_s3_20260419_230244_725031_pid1042001.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage2_focus_search/S2/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s2_kuaireclargestrictposv2_0_2_featured_moe_n3_r13_20260418_114025_729906_pid130220.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/q3/kuaireclargestrictposv2_0_2/featured_moe_n3/route/Q3_KUAIRECLARGESTRICTPOSV2_0_2_SINGLE_VIEW_MICRO_R01_S3.log,1430.1218841075897,,2026-04-20T01:10:42.624241Z
q3,q3,KuaiRecLargeStrictPosV2_0.2,featured_moe_n3,route,temporal_decomp,best_two_view,Best 2-view,2,Q3_KUAIRECLARGESTRICTPOSV2_0_2_TWO_VIEW_REMOVE_MACRO_R01_S1,,Q3_KUAIRECLARGESTRICTPOSV2_0_2_TWO_VIEW_REMOVE_MACRO_R01_S1,two_view_remove_macro,Best Two-View Candidate (No Macro),1,kuaireclargestrictposv2_0_2_top01_rfmoe,1,960010,resume,ok,overall_seen_target,0.024666666666666667,0.3441418790437732,0.0191,0.339,,/workspace/FeaturedMoE/experiments/run/artifacts/results/real_final_ablation/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_q3_kuaireclargestrictposv2_0_2_two_view_remove_macro_r01_s1_20260419_230340_063705_pid1042260.json,/workspace/FeaturedMoE/experiments/run/artifacts/results/results_final_experiment_fmoe/normal/stage2_focus_search/S2/KuaiRecLargeStrictPosV2_0.2/FMoEN3/KuaiRecLargeStrictPosV2_0.2_FeaturedMoE_N3_s2_kuaireclargestrictposv2_0_2_featured_moe_n3_r13_20260418_114025_729906_pid130220.json,/workspace/FeaturedMoE/experiments/run/artifacts/logs/real_final_ablation/q3/kuaireclargestrictposv2_0_2/featured_moe_n3/route/Q3_KUAIRECLARGESTRICTPOSV2_0_2_TWO_VIEW_REMOVE_MACRO_R01_S1.log,1542.4763832092285,,2026-04-20T01:10:42.625486Z
